source_id,city,title,publisher,bucket,source_type,access_url,api_url,licence,coverage_start,coverage_end,spatial_granularity,temporal_granularity,retrieved_at,refresh_policy,ingest_priority,known_limitations,raw_metadata_file,notes
lon_uk_air,london,UK-AIR air pollution data,DEFRA,environment_air_quality,api_portal,https://uk-air.defra.gov.uk/data/,,Open Government Licence for many outputs; confirm,historic,present,monitoring sites / zones,hourly to annual,2026-04-28T09:52:10.257166+01:00,annual for indicators,mvp,National network coverage may be sparse near a project area.,raw_metadata/lon_uk_air_page_metadata.json,
lon_voa_nndr,london,VOA non-domestic rating lists,Valuation Office Agency,economy_business,download,https://www.gov.uk/government/statistical-data-sets/non-domestic-rating-list-data,,Open Government Licence,historic/current lists,present,hereditament/address level,periodic/monthly,2026-04-28T09:52:10.257166+01:00,quarterly,later,Business rates are property-tax records; categories are not full business activity.,raw_metadata/lon_voa_nndr_page_metadata.json,
nyc_2fpa-bnsx,new_york,Facilities Database - Shapefile,Department of City Planning (DCP),public_services_civic_assets,socrata_dataset,https://data.cityofnewyork.us/d/2fpa-bnsx,https://data.cityofnewyork.us/resource/2fpa-bnsx.json,NYC Open Data dataset licence field often unspecified; check metadata and NYC Open Data Terms of Use before redistribution,,,facility geometry,periodic,2026-04-28T09:52:10.257166+01:00,use Socrata metadata modified date; refresh by API,mvp,NYC Facilities Database shapefile. Spatial companion to facilities records.,raw_metadata/nyc_socrata_2fpa-bnsx_facilities_database_shapefile_metadata.json,
nyc_2iga-a6mk,new_york,Zoning Application Portal (ZAP) - BBL,Department of City Planning (DCP),planning_development,socrata_dataset,https://data.cityofnewyork.us/d/2iga-a6mk,https://data.cityofnewyork.us/resource/2iga-a6mk.json,NYC Open Data dataset licence field often unspecified; check metadata and NYC Open Data Terms of Use before redistribution,,,BBL/project,updated as projects change,2026-04-28T09:52:10.257166+01:00,use Socrata metadata modified date; refresh by API,mvp,ZAP-to-BBL linkage table; use to connect projects to tax lots. Some projects may cover many BBLs or non-tax-lot geographies.,raw_metadata/nyc_socrata_2iga-a6mk_zap_bbl_metadata.json,
nyc_388s-pnvc,new_york,Waterfront Public Access Areas (WPAAs),Department of City Planning (DCP),public_services_civic_assets,socrata_dataset,https://data.cityofnewyork.us/d/388s-pnvc,https://data.cityofnewyork.us/resource/388s-pnvc.json,NYC Open Data dataset licence field often unspecified; check metadata and NYC Open Data Terms of Use before redistribution,,,waterfront public access area,periodic,2026-04-28T09:52:10.257166+01:00,use Socrata metadata modified date; refresh by API,mvp,Waterfront Public Access Areas; important for West Chelsea/Hudson River public realm.,raw_metadata/nyc_socrata_388s-pnvc_waterfront_public_access_metadata.json,
nyc_478a-yykk,new_york,Street Closures due to Construction Activities by Intersection,Department of Transportation (DOT),transport_mobility,socrata_dataset,https://data.cityofnewyork.us/d/478a-yykk,https://data.cityofnewyork.us/resource/478a-yykk.json,NYC Open Data dataset licence field often unspecified; check metadata and NYC Open Data Terms of Use before redistribution,,,intersection closure,current / event-based,2026-04-28T11:42:12.986910+00:00,use Socrata metadata modified date; refresh by API,mvp,Intersection closure feed complements block closures and should be deduplicated carefully.,raw_metadata/nyc_socrata_478a-yykk_street_closures_construction_intersection_metadata.json,
nyc_48dt-mn3z,new_york,Housing Database by 2020 CDTA,Department of City Planning (DCP),housing_delivery,socrata_dataset,https://data.cityofnewyork.us/d/48dt-mn3z,https://data.cityofnewyork.us/resource/48dt-mn3z.json,NYC Open Data dataset licence field often unspecified; check metadata and NYC Open Data Terms of Use before redistribution,,,community district tabulation area,historical / annualized release,2026-04-28T11:42:12.986910+00:00,use Socrata metadata modified date; refresh by API,mvp,Area-level net housing change is aggregate and should be paired with project-level files for building-specific stories.,raw_metadata/nyc_socrata_48dt-mn3z_housing_database_cdta_metadata.json,
nyc_5crt-au7u,new_york,Community Districts,Department of City Planning (DCP),boundaries_geography,socrata_dataset,https://data.cityofnewyork.us/d/5crt-au7u,https://data.cityofnewyork.us/resource/5crt-au7u.json,NYC Open Data dataset licence field often unspecified; check metadata and NYC Open Data Terms of Use before redistribution,,,community district polygon,periodic,2026-04-28T09:52:10.257166+01:00,use Socrata metadata modified date; refresh by API,mvp,Community district polygons for NYC. Use correct vintage and distinguish community districts from community boards.,raw_metadata/nyc_socrata_5crt-au7u_community_districts_metadata.json,
nyc_5zhs-2jue,new_york,BUILDING,Office of Technology and Innovation (OTI),basemap_physical_features,socrata_dataset,https://data.cityofnewyork.us/d/5zhs-2jue,https://data.cityofnewyork.us/resource/5zhs-2jue.json,NYC Open Data dataset licence field often unspecified; check metadata and NYC Open Data Terms of Use before redistribution,,,building footprint,periodic,2026-04-28T09:52:10.257166+01:00,use Socrata metadata modified date; refresh by API,mvp,NYC building footprint / planimetric BUILDING layer. Use for physical map; not a full construction timeline by itself.,raw_metadata/nyc_socrata_5zhs-2jue_building_footprints_metadata.json,
nyc_63ge-mke6,new_york,2020 Census Tracts,Department of City Planning (DCP),boundaries_geography,socrata_dataset,https://data.cityofnewyork.us/d/63ge-mke6,https://data.cityofnewyork.us/resource/63ge-mke6.json,NYC Open Data dataset licence field often unspecified; check metadata and NYC Open Data Terms of Use before redistribution,2020,,census tract polygon,decennial/versioned,2026-04-28T09:52:10.257166+01:00,use Socrata metadata modified date; refresh by API,mvp,2020 Census Tracts from DCP. Use with Census/ACS data; tract boundaries differ by decade.,raw_metadata/nyc_socrata_63ge-mke6_census_tracts_2020_metadata.json,
nyc_64uk-42ks,new_york,Primary Land Use Tax Lot Output (PLUTO),Department of City Planning (DCP),basemap_physical_features,socrata_dataset,https://data.cityofnewyork.us/d/64uk-42ks,https://data.cityofnewyork.us/resource/64uk-42ks.json,NYC Open Data dataset licence field often unspecified; check metadata and NYC Open Data Terms of Use before redistribution,2020,,tax lot,quarterly,2026-04-28T09:52:10.257166+01:00,use Socrata metadata modified date; refresh by API,mvp,Tax-lot-level PLUTO CSV; page states licence unspecified. Contains current tax lot/land use/geographic fields; not complete history. Use version field and DCP BYTES archive for prior releases.,raw_metadata/nyc_socrata_64uk-42ks_pluto_metadata.json,
nyc_6eng-46dm,new_york,Staten Island Ferry Ridership Counts,Department of Transportation (DOT),transport_mobility,socrata_dataset,https://data.cityofnewyork.us/d/6eng-46dm,https://data.cityofnewyork.us/resource/6eng-46dm.json,NYC Open Data dataset licence field often unspecified; check metadata and NYC Open Data Terms of Use before redistribution,,,terminal / route,daily,2026-04-28T11:42:12.986910+00:00,use Socrata metadata modified date; refresh by API,mvp,Terminal ridership totals are aggregate counts rather than full passenger origin-destination data.,raw_metadata/nyc_socrata_6eng-46dm_staten_island_ferry_ridership_metadata.json,
nyc_7ym2-wayt,new_york,Automated Traffic Volume Counts,Department of Transportation (DOT),transport_mobility,socrata_dataset,https://data.cityofnewyork.us/d/7ym2-wayt,https://data.cityofnewyork.us/resource/7ym2-wayt.json,NYC Open Data dataset licence field often unspecified; check metadata and NYC Open Data Terms of Use before redistribution,,,traffic count location / ATR site,sample count periods,2026-04-28T11:42:12.986910+00:00,use Socrata metadata modified date; refresh by API,mvp,Current/recent automated traffic counts; for long-term chronology pair with historical traffic-volume datasets.,raw_metadata/nyc_socrata_7ym2-wayt_automated_traffic_volume_counts_metadata.json,
nyc_96ay-ea4r,new_york,Vehicle Classification Counts (2011 - 2024),Department of Transportation (DOT),transport_mobility,socrata_dataset,https://data.cityofnewyork.us/d/96ay-ea4r,https://data.cityofnewyork.us/resource/96ay-ea4r.json,NYC Open Data dataset licence field often unspecified; check metadata and NYC Open Data Terms of Use before redistribution,,,count location,campaign / periodic,2026-04-28T11:42:12.986910+00:00,use Socrata metadata modified date; refresh by API,mvp,"Classification counts are sampled validation-style counts, not universal all-street traffic traces.",raw_metadata/nyc_socrata_96ay-ea4r_vehicle_classification_counts_metadata.json,
nyc_9nt8-h7nd,new_york,2020 Neighborhood Tabulation Areas (NTAs),Department of City Planning (DCP),boundaries_geography,socrata_dataset,https://data.cityofnewyork.us/d/9nt8-h7nd,https://data.cityofnewyork.us/resource/9nt8-h7nd.json,NYC Open Data dataset licence field often unspecified; check metadata and NYC Open Data Terms of Use before redistribution,2020,,NTA polygon,decennial/versioned,2026-04-28T09:52:10.257166+01:00,use Socrata metadata modified date; refresh by API,mvp,2020 Neighborhood Tabulation Areas. DCP statistical geography; not official neighbourhood boundaries.,raw_metadata/nyc_socrata_9nt8-h7nd_nta_2020_metadata.json,
nyc_bkfu-528j,new_york,NYC Permitted Event Information - Historical,NYC Street Activity Permit Office / Mayor's Office,transport_mobility,socrata_dataset,https://data.cityofnewyork.us/d/bkfu-528j,https://data.cityofnewyork.us/resource/bkfu-528j.json,NYC Open Data dataset licence field often unspecified; check metadata and NYC Open Data Terms of Use before redistribution,,,event permit / location,historical event-based,2026-04-28T11:42:12.986910+00:00,use Socrata metadata modified date; refresh by API,mvp,"Permitted-event records capture approved street-impacting events, not all informal or non-permitted activity.",raw_metadata/nyc_socrata_bkfu-528j_permitted_events_historical_metadata.json,
nyc_br6q-ssj3,new_york,Housing Database Project Level Files,Department of City Planning (DCP),housing_delivery,socrata_dataset,https://data.cityofnewyork.us/d/br6q-ssj3,https://data.cityofnewyork.us/resource/br6q-ssj3.json,NYC Open Data dataset licence field often unspecified; check metadata and NYC Open Data Terms of Use before redistribution,,,housing project,historical / periodic,2026-04-28T11:42:12.986910+00:00,use Socrata metadata modified date; refresh by API,mvp,"Tracks net housing-unit change by project but requires careful treatment of alterations, demolitions, and project status fields.",raw_metadata/nyc_socrata_br6q-ssj3_housing_database_project_level_metadata.json,
nyc_bs8b-p36w,new_york,DOB Certificate Of Occupancy,Department of Buildings (DOB),planning_development,socrata_dataset,https://data.cityofnewyork.us/d/bs8b-p36w,https://data.cityofnewyork.us/resource/bs8b-p36w.json,NYC Open Data dataset licence field often unspecified; check metadata and NYC Open Data Terms of Use before redistribution,,,building / certificate,historical/current operational updates,2026-04-28T11:42:12.986910+00:00,use Socrata metadata modified date; refresh by API,mvp,Certificate-of-occupancy records are stronger completion proxies than permits but still need address/BBL normalization and historical coverage checks.,raw_metadata/nyc_socrata_bs8b-p36w_dob_certificate_of_occupancy_metadata.json,
nyc_btm5-ppia,new_york,Traffic Volume Counts (Historical),Department of Transportation (DOT),transport_mobility,socrata_dataset,https://data.cityofnewyork.us/d/btm5-ppia,https://data.cityofnewyork.us/resource/btm5-ppia.json,NYC Open Data dataset licence field often unspecified; check metadata and NYC Open Data Terms of Use before redistribution,,,count location / roadway,historical sample periods,2026-04-28T11:42:12.986910+00:00,use Socrata metadata modified date; refresh by API,mvp,Historical traffic-volume counts are sampled observations rather than continuous network-wide speeds/volumes.,raw_metadata/nyc_socrata_btm5-ppia_traffic_volume_counts_historical_metadata.json,
nyc_bty7-2jhb,new_york,Historical DOB Permit Issuance,NYC Open Data / agency unspecified,planning_development,socrata_dataset,https://data.cityofnewyork.us/d/bty7-2jhb,https://data.cityofnewyork.us/resource/bty7-2jhb.json,NYC Open Data dataset licence field often unspecified; check metadata and NYC Open Data Terms of Use before redistribution,,,permit/address,historic,2026-04-28T09:52:10.257166+01:00,use Socrata metadata modified date; refresh by API,mvp,Historical DOB permit issuance; needed for pre-current permit chronology. Schema may differ from current DOB permit issuance.,raw_metadata/nyc_socrata_bty7-2jhb_dob_historical_permits_metadata.json,
nyc_c3uy-2p5r,new_york,Air Quality and Health Impacts,Department of Health and Mental Hygiene (DOHMH),environment_air_quality,socrata_dataset,https://data.cityofnewyork.us/d/c3uy-2p5r,https://data.cityofnewyork.us/resource/c3uy-2p5r.json,NYC Open Data dataset licence field often unspecified; check metadata and NYC Open Data Terms of Use before redistribution,,,neighbourhood/city indicator,annual/periodic,2026-04-28T09:52:10.257166+01:00,use Socrata metadata modified date; refresh by API,mvp,DOHMH air quality and health impact indicators. Usually neighbourhood/annual estimates; not parcel-level evidence.,raw_metadata/nyc_socrata_c3uy-2p5r_air_quality_health_impacts_metadata.json,
nyc_c9sj-fmsg,new_york,Street Construction Permits (2013-2021),Department of Transportation (DOT),transport_mobility,socrata_dataset,https://data.cityofnewyork.us/d/c9sj-fmsg,https://data.cityofnewyork.us/resource/c9sj-fmsg.json,NYC Open Data dataset licence field often unspecified; check metadata and NYC Open Data Terms of Use before redistribution,,,permit / street segment / address,historical permit lifecycle,2026-04-28T11:42:12.986910+00:00,use Socrata metadata modified date; refresh by API,mvp,Schema and business rules may differ from the current permit feed.,raw_metadata/nyc_socrata_c9sj-fmsg_street_construction_permits_historical_metadata.json,
nyc_census_acs_api,new_york,U.S. Census ACS API,U.S. Census Bureau,demographics_socioeconomic,api,https://api.census.gov/data.html,https://api.census.gov/data/2023/acs/acs5,Public domain / U.S. Government,ACS years,present,tract/block group/county/place depending table,annual 1-year/5-year,2026-04-28T09:52:10.257166+01:00,annual,mvp,ACS 5-year estimates have margins of error; do not claim annual precision for small areas.,raw_metadata/nyc_census_acs_api_page_metadata.json,
nyc_census_tiger,new_york,Census TIGER/Line shapefiles,U.S. Census Bureau,boundaries_geography,download_portal,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html,,Public domain / U.S. Government,varies by year,present,tract/block group/block/county/place,annual/decennial products,2026-04-28T09:52:10.257166+01:00,pin year,mvp,Use exact ACS/census geography vintage; NYC DCP geographies may differ from Census products.,raw_metadata/nyc_census_tiger_page_metadata.json,
nyc_dcp_bytes,new_york,DCP BYTES of the BIG APPLE / Open Data hub,NYC Department of City Planning,source_provenance,open_data_portal,https://www.nyc.gov/site/planning/data-maps/open-data.page,,NYC Open Data/agency terms; dataset-specific licence often unspecified,varies,present,citywide geospatial and tabular datasets,release-specific,2026-04-28T09:52:10.257166+01:00,manual on release,mvp,DCP authoritative portal for archived PLUTO/MapPLUTO and planning geographies; use exact release versions.,raw_metadata/nyc_dcp_bytes_page_metadata.json,
nyc_enfh-gkve,new_york,Parks Properties,Department of Parks and Recreation (DPR),environment_air_quality,socrata_dataset,https://data.cityofnewyork.us/d/enfh-gkve,https://data.cityofnewyork.us/resource/enfh-gkve.json,NYC Open Data dataset licence field often unspecified; check metadata and NYC Open Data Terms of Use before redistribution,,,park/property,periodic,2026-04-28T09:52:10.257166+01:00,use Socrata metadata modified date; refresh by API,mvp,"NYC Parks properties polygons/records. Good for parks/open-space context, not park-quality indicators.",raw_metadata/nyc_socrata_enfh-gkve_parks_properties_metadata.json,
nyc_epa_aqs,new_york,EPA Air Quality System API,U.S. Environmental Protection Agency,environment_air_quality,api,https://aqs.epa.gov/aqsweb/documents/data_api.html,,U.S. Government / EPA terms,historic,present with lag,monitoring site,daily/annual endpoints; lagged,2026-04-28T09:52:10.257166+01:00,annual,mvp,EPA AQS is historical and may lag by months; monitors are not site-level proof for every project area.,raw_metadata/nyc_epa_aqs_page_metadata.json,
nyc_fdkv-4t4z,new_york,NYC Zoning Tax Lot Database,Department of City Planning (DCP),policy_governance,socrata_dataset,https://data.cityofnewyork.us/d/fdkv-4t4z,https://data.cityofnewyork.us/resource/fdkv-4t4z.json,NYC Open Data dataset licence field often unspecified; check metadata and NYC Open Data Terms of Use before redistribution,,,tax lot/zoning,periodic,2026-04-28T09:52:10.257166+01:00,use Socrata metadata modified date; refresh by API,mvp,"Zoning Tax Lot Database links zoning to tax lots; zoning is regulatory context, not physical development completion.",raw_metadata/nyc_socrata_fdkv-4t4z_zoning_tax_lot_database_metadata.json,
nyc_gthc-hcne,new_york,Borough Boundaries,Department of City Planning (DCP),boundaries_geography,socrata_dataset,https://data.cityofnewyork.us/d/gthc-hcne,https://data.cityofnewyork.us/resource/gthc-hcne.json,NYC Open Data dataset licence field often unspecified; check metadata and NYC Open Data Terms of Use before redistribution,,,borough polygon,periodic,2026-04-28T09:52:10.257166+01:00,use Socrata metadata modified date; refresh by API,mvp,DCP borough boundary polygons. Choose water-included/excluded version deliberately.,raw_metadata/nyc_socrata_gthc-hcne_borough_boundaries_metadata.json,
nyc_h9gi-nx95,new_york,Motor Vehicle Collisions - Crashes,New York City Police Department (NYPD),transport_mobility,socrata_dataset,https://data.cityofnewyork.us/d/h9gi-nx95,https://data.cityofnewyork.us/resource/h9gi-nx95.json,NYC Open Data dataset licence field often unspecified; check metadata and NYC Open Data Terms of Use before redistribution,,,crash event point/record,event-based / daily updates,2026-04-28T11:42:12.986910+00:00,use Socrata metadata modified date; refresh by API,mvp,Crash reporting reflects reported incidents and should not be conflated with total traffic activity.,raw_metadata/nyc_socrata_h9gi-nx95_motor_vehicle_collisions_crashes_metadata.json,
nyc_hg8x-zxpr,new_york,Affordable Housing Production by Building,Department of Housing Preservation and Development (HPD),housing_delivery,socrata_dataset,https://data.cityofnewyork.us/d/hg8x-zxpr,https://data.cityofnewyork.us/resource/hg8x-zxpr.json,NYC Open Data dataset licence field often unspecified; check metadata and NYC Open Data Terms of Use before redistribution,,,building/project,periodic,2026-04-28T09:52:10.257166+01:00,use Socrata metadata modified date; refresh by API,mvp,HPD affordable housing by building. Useful for geocoding/project link; not all housing delivery.,raw_metadata/nyc_socrata_hg8x-zxpr_hpd_affordable_housing_buildings_metadata.json,
nyc_hgx4-8ukb,new_york,Zoning Application Portal (ZAP) - Project Data,Department of City Planning (DCP),planning_development,socrata_dataset,https://data.cityofnewyork.us/d/hgx4-8ukb,https://data.cityofnewyork.us/resource/hgx4-8ukb.json,NYC Open Data dataset licence field often unspecified; check metadata and NYC Open Data Terms of Use before redistribution,,,project/application,live/updated as projects change,2026-04-28T09:52:10.257166+01:00,use Socrata metadata modified date; refresh by API,mvp,Zoning Application Portal project records; not every construction/permit event. Use ZAP documents for official ULURP/CEQR milestones.,raw_metadata/nyc_socrata_hgx4-8ukb_zap_project_data_metadata.json,
nyc_hq68-rnsi,new_york,Affordable Housing Production by Project,Department of Housing Preservation and Development (HPD),housing_delivery,socrata_dataset,https://data.cityofnewyork.us/d/hq68-rnsi,https://data.cityofnewyork.us/resource/hq68-rnsi.json,NYC Open Data dataset licence field often unspecified; check metadata and NYC Open Data Terms of Use before redistribution,,,project,periodic,2026-04-28T09:52:10.257166+01:00,use Socrata metadata modified date; refresh by API,mvp,HPD affordable housing by project. Counts affordable units; does not represent all housing production.,raw_metadata/nyc_socrata_hq68-rnsi_hpd_affordable_housing_projects_metadata.json,
nyc_hudson_yards_dcp_plan,new_york,Hudson Yards plan official page,NYC Department of City Planning,policy_governance,plan_page,https://www.nyc.gov/content/planning/pages/our-work/plans/manhattan/hudson-yards,,NYC agency terms,2005,present,Hudson Yards project/rezoning area,plan history,2026-04-28T09:52:10.257166+01:00,manual event curation,mvp,Official policy narrative; use ZAP/ULURP records for event-level evidence.,raw_metadata/nyc_hudson_yards_dcp_plan_page_metadata.json,
nyc_hudson_yards_official,new_york,Hudson Yards official project site,Related/Oxford / Hudson Yards,policy_governance,project_site,https://www.hudsonyardsnewyork.com/,,copyright; use links/minimal quotes,2012,present,project/venue/building level,web updates,2026-04-28T09:52:10.257166+01:00,manual event curation,mvp,Private project site is not neutral public evidence; corroborate with city/MTA records.,raw_metadata/nyc_hudson_yards_official_page_metadata.json,
nyc_hue_311_complaints_and_service_requests,new_york,Historical Urban Event Evidence Catalog - 311 complaints and service requests,NYC Open Data / NYC agency source family,civic_sentiment_consultation,pdf_curated_source_family,https://data.cityofnewyork.us/resource/erm2-nwe9.json?$limit=5,,NYC Open Data has no general restrictions on reuse; privacy care required.,2010,present/latest,"Point/address, complaint type, timestamp.",Near-continuous.,2026-04-29T16:09:13+01:00,Near-continuous.,mvp,One of the best public-opinion and nuisance-change proxies available. Minimize exposure of sensitive complaint text/location combinations.,data/evidence-catalog/historical_urban_event_evidence_catalog.json,Adapter: LEDGER + privacy screen. Extracted from attached Historical Urban Event Evidence Data Catalog PDF; confidence: high.
nyc_hue_certificates_of_occupancy_and_housing_delivery_rollups,new_york,Historical Urban Event Evidence Catalog - Certificates of occupancy and housing delivery rollups,NYC Open Data / NYC agency source family,planning_development,pdf_curated_source_family,https://data.cityofnewyork.us/Housing-Development/DOB-Certificate-Of-Occupancy/bs8b-p36w,,NYC Open Data terms.,2012,2021,"Building, block, tract.",Ongoing for CO modules; periodic housing rollups.,2026-04-29T16:09:13+01:00,Ongoing for CO modules; periodic housing rollups.,mvp,Best proxy for “building became usable” or “housing units delivered.”,data/evidence-catalog/historical_urban_event_evidence_catalog.json,Adapter: LEDGER + derived completion table. Extracted from attached Historical Urban Event Evidence Data Catalog PDF; confidence: high.
nyc_hue_digital_tax_map_tax_lot_geometry,new_york,Historical Urban Event Evidence Catalog - Digital Tax Map / tax lot geometry,NYC Open Data / NYC agency source family,planning_development,pdf_curated_source_family,https://data.cityofnewyork.us/Housing-Development/Department-of-Finance-Digital-Tax-Map/smk3-tmxj,,NYC Open Data terms.,,,"Tax lot, tax block, lot face.",Maintained extracts from DOF systems.,2026-04-29T16:09:13+01:00,Maintained extracts from DOF systems.,mvp,"Essential for parcel joins, BBL linkage, and event footprints.",data/evidence-catalog/historical_urban_event_evidence_catalog.json,Adapter: LINKER + parcel master table. Extracted from attached Historical Urban Event Evidence Data Catalog PDF; confidence: high.
nyc_hue_dob_construction_filings_and_permits,new_york,Historical Urban Event Evidence Catalog - DOB construction filings and permits,NYC Open Data / NYC agency source family,planning_development,pdf_curated_source_family,https://data.cityofnewyork.us/Housing-Development/DOB-Job-Application-Filings/ic3t-wcy2,,NYC Open Data terms.,,,"Address, BIN, BBL, job, permit.",Ongoing.,2026-04-29T16:09:13+01:00,Ongoing.,mvp,"Core construction-administration stream for filings, permits, and approvals.",data/evidence-catalog/historical_urban_event_evidence_catalog.json,Adapter: LEDGER + normalized event ontology across filing/issuance/approval. Extracted from attached Historical Urban Event Evidence Data Catalog PDF; confidence: high.
nyc_hue_employment_population_and_census,new_york,"Historical Urban Event Evidence Catalog - Employment, population, and census",U.S. Census Bureau,economy_demographics,pdf_curated_source_family,https://lehd.ces.census.gov/data/,,U.S. Census federal data is generally public domain; preserve Census API terms and margins of error.,2000,2024,Census tract/block group/place/county and workplace-residence geographies.,Annual / decennial depending source.,2026-04-29T16:09:13+01:00,Annual / decennial depending source.,mvp,"Core for jobs, commuting, demographic and socioeconomic baselines.",data/evidence-catalog/historical_urban_event_evidence_catalog.json,Adapter: CUBE/API + geography crosswalks. Extracted from attached Historical Urban Event Evidence Data Catalog PDF; confidence: high.
nyc_hue_nyc_map_tiles_orthophotos_and_aerial_photo_history,new_york,Historical Urban Event Evidence Catalog - NYC Map Tiles orthophotos and aerial photo history,NYC Open Data / NYC agency source family,planning_development,pdf_curated_source_family,https://maps.nyc.gov/tiles/,,CC BY 4.0.,,,Raster tiles and imagery by capture cycle.,Basemap/service updates; imagery by capture cycle.,2026-04-29T16:09:13+01:00,Basemap/service updates; imagery by capture cycle.,mvp,Gold-standard visual before/after evidence and parcel-adjacent context. Recent vintages are true orthos; older vintages remain valuable context.,data/evidence-catalog/historical_urban_event_evidence_catalog.json,Adapter: TILER + capture-vintage registry. Extracted from attached Historical Urban Event Evidence Data Catalog PDF; confidence: high.
nyc_hue_nyc_planimetrics_and_3d_model,new_york,Historical Urban Event Evidence Catalog - NYC planimetrics and 3D model,NYC Open Data / NYC agency source family,planning_development,pdf_curated_source_family,https://data.cityofnewyork.us/City-Government/NYC-3D-Model-by-Community-District/u5j4-zxpn,,NYC Open Data terms.,2004,2014,Buildings and community districts.,"Periodic, not continuous.",2026-04-29T16:09:13+01:00,"Periodic, not continuous.",mvp,"Useful for building snapshots and morphology. Confidence high for 3D snapshot, medium for long historical footprint continuity until each vintage is checked.",data/evidence-catalog/historical_urban_event_evidence_catalog.json,Adapter: SNAPSHOT + geometry vintage table. Extracted from attached Historical Urban Event Evidence Data Catalog PDF; confidence: medium-high.
nyc_hue_pluto_mappluto_and_land_use_lot_files,new_york,Historical Urban Event Evidence Catalog - PLUTO / MapPLUTO and land-use lot files,NYC Open Data / NYC agency source family,planning_development,pdf_curated_source_family,https://data.cityofnewyork.us/search?query=PLUTO%20MapPLUTO,,NYC Open Data unrestricted reuse stated in portal FAQ; verify dataset-level metadata.,2010,present/latest,Tax lot.,Generally annual vintage releases.,2026-04-29T16:09:13+01:00,Generally annual vintage releases.,mvp,"Core layer for zoning, built FAR, land use, year built, units, lot area, and BBL linkage.",data/evidence-catalog/historical_urban_event_evidence_catalog.json,Adapter: SNAPSHOT + museum-of-vintages pattern. Extracted from attached Historical Urban Event Evidence Data Catalog PDF; confidence: medium-high.
nyc_hue_sales_valuations_and_rent_context,new_york,"Historical Urban Event Evidence Catalog - Sales, valuations, and rent context",NYC Open Data / NYC agency source family,housing_property_market,pdf_curated_source_family,https://data.cityofnewyork.us/City-Government/NYC-Citywide-Annualized-Calendar-Sales-Update/w2pb-icbu,,NYC Open Data terms; survey/report products have their own usage conventions.,1990,present/latest,"Property, borough, neighborhood, survey geography.","Annual, triennial, or report-cycle.",2026-04-29T16:09:13+01:00,"Annual, triennial, or report-cycle.",mvp,High confidence for sales/assessments; medium-high for rent outcomes because they rely on survey/report families.,data/evidence-catalog/historical_urban_event_evidence_catalog.json,Adapter: LEDGER + assessment/sales/rent-context stack. Extracted from attached Historical Urban Event Evidence Data Catalog PDF; confidence: medium-high.
nyc_hue_street_network_and_roadway_geometry,new_york,Historical Urban Event Evidence Catalog - Street network and roadway geometry,NYC Open Data / NYC agency source family,transport_mobility,pdf_curated_source_family,https://data.cityofnewyork.us/City-Government/Centerline/inkn-q76z,,NYC Open Data terms.,,,Segment-level geometry.,Maintained.,2026-04-29T16:09:13+01:00,Maintained.,mvp,"Backbone for geocoding road events, traffic counts, curb changes, and transit links.",data/evidence-catalog/historical_urban_event_evidence_catalog.json,Adapter: LINKER + segment versioning. Extracted from attached Historical Urban Event Evidence Data Catalog PDF; confidence: high.
nyc_hue_traffic_volume_and_vehicle_composition,new_york,Historical Urban Event Evidence Catalog - Traffic volume and vehicle composition,NYC Open Data / NYC agency source family,transport_mobility,pdf_curated_source_family,https://data.cityofnewyork.us/Transportation/Traffic-Volume-Counts-Historical-/btm5-ppia,,NYC Open Data terms.,2011,2025,Count location and segment.,"Periodic surveys, not continuous sensors.",2026-04-29T16:09:13+01:00,"Periodic surveys, not continuous sensors.",mvp,Good for before/after traffic volume and mode mix. Use repeated nearby stations; do not assume full continuity.,data/evidence-catalog/historical_urban_event_evidence_catalog.json,Adapter: SNAPSHOT + station/segment lookup. Extracted from attached Historical Urban Event Evidence Data Catalog PDF; confidence: high.
nyc_hue_transit_metadata_and_real_time_routes,new_york,Historical Urban Event Evidence Catalog - Transit metadata and real-time routes,Metropolitan Transportation Authority / Open NY,transport_mobility,pdf_curated_source_family,https://api.mta.info/,,MTA / Open NY terms.,,,"Route, trip, stop, vehicle position, service alert.",Static feeds plus live APIs.,2026-04-29T16:09:13+01:00,Static feeds plus live APIs.,mvp,"Strong for route-change detection, stop inventories, service availability, and live operational overlays.",data/evidence-catalog/historical_urban_event_evidence_catalog.json,Adapter: API pull + temporal cache. Extracted from attached Historical Urban Event Evidence Data Catalog PDF; confidence: high.
nyc_hue_transit_ridership_and_station_access,new_york,Historical Urban Event Evidence Catalog - Transit ridership and station access,Metropolitan Transportation Authority / Open NY,transport_mobility,pdf_curated_source_family,https://data.ny.gov/Transportation/MTA-Subway-Hourly-Ridership-2020-2024/wujg-7c2s,,Open NY terms.,2015,2025,"Station complex, turnstile control area, entrance.",Daily to hourly depending on feed.,2026-04-29T16:09:13+01:00,Daily to hourly depending on feed.,mvp,"Powerful for demand deltas, but 2020-era pandemic disruption must be treated as a special context caveat.",data/evidence-catalog/historical_urban_event_evidence_catalog.json,Adapter: LEDGER + station master table. Extracted from attached Historical Urban Event Evidence Data Catalog PDF; confidence: high.
