source_id,city,title,publisher,bucket,source_type,access_url,api_url,licence,coverage_start,coverage_end,spatial_granularity,temporal_granularity,retrieved_at,refresh_policy,ingest_priority,known_limitations,raw_metadata_file,notes
lon-extra-planning-data-transport-access-nodes,london,Planning Data: Transport Access Nodes,DLUHC Planning Data,transport/planning access,API/geospatial entities,https://www.planning.data.gov.uk/entity.json?dataset=transport-access-node,,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,access node,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Overlaps with NaPTAN. Value: planning-side accessibility reference,raw_metadata/london__lon-extra-planning-data-transport-access-nodes__page.json,
lon-extra-naptan-public-transport-stops,london,NaPTAN public transport stops,Department for Transport,transport/public transport/stops,API/CSV/XML,https://naptan.api.dft.gov.uk/,,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,stop/access-node,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Stop status and complexes need normalization. Value: authoritative stop inventory,raw_metadata/london__lon-extra-naptan-public-transport-stops__page.json,
lon-extra-national-public-transport-gazetteer,london,National Public Transport Gazetteer,Department for Transport,transport/geography,download/API-linked,https://www.data.gov.uk/dataset/04497521-3043-49f4-85d4-2a98645e1d8c/national-public-transport-gazetteer-nptg,,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,transport locality/admin gazetteer,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Less detailed than NaPTAN. Value: normalise stop/locality geographies,raw_metadata/london__lon-extra-national-public-transport-gazetteer__page.json,
lon-extra-bus-open-data-service,london,Bus Open Data Service,Department for Transport,transport/bus/timetables,API/GTFS-like/SIRI,https://data.bus-data.dft.gov.uk/,,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,route/timetable/vehicle/fare,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Registration/API complexity; London coverage interacts with TfL. Value: bus timetables and cross-boundary services,raw_metadata/london__lon-extra-bus-open-data-service__page.json,
lon-extra-national-rail-open-data,london,National Rail Open Data,National Rail,transport/rail,API/feeds,https://opendata.nationalrail.co.uk/,,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,station/service,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Registration and feed complexity. Value: rail timetable/live running context,raw_metadata/london__lon-extra-national-rail-open-data__page.json,
lon-extra-rail-data-marketplace,london,Rail Data Marketplace,Rail Delivery Group / rail industry,transport/rail/source provenance,catalog/APIs,https://raildata.org.uk/,,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,dataset/service,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Some access restrictions. Value: rail data discovery for station/performance/demand,raw_metadata/london__lon-extra-rail-data-marketplace__page.json,
lon-extra-network-rail-open-data-feeds,london,Network Rail Open Data feeds,Network Rail,transport/rail/infrastructure,API/feeds,https://www.networkrail.co.uk/who-we-are/transparency-and-ethics/transparency/open-data-feeds/,,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,infrastructure/timetable/feed,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Registration; not simple GIS. Value: rail network and operational data,raw_metadata/london__lon-extra-network-rail-open-data-feeds__page.json,
lon-extra-orr-estimates-of-station-usage,london,ORR Estimates of Station Usage,Office of Rail and Road,transport/rail demand/economy,CSV/statistical download,https://dataportal.orr.gov.uk/statistics/usage/estimates-of-station-usage,,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,station/year,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Annual estimates; methodology changes. Value: long-run station demand,raw_metadata/london__lon-extra-orr-estimates-of-station-usage__page.json,
lon-extra-street-manager-roadworks-data,london,Street Manager roadworks data,Department for Transport,roadworks/street works/traffic,API/guidance,https://www.gov.uk/guidance/find-and-use-roadworks-data,,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,work/permit/street,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Access/history varies. Value: utility works and street disruption,raw_metadata/london__lon-extra-street-manager-roadworks-data__page.json,
lon-extra-stats19-road-safety-data,london,STATS19 Road Safety Data,Department for Transport,traffic/road safety/collisions,CSV/data.gov.uk,https://www.data.gov.uk/dataset/cb7ae6f0-4be6-4935-9277-47e5ce24a11f/road-accidents-safety-data,,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,collision point/record,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Location suppression/jitter; publication lag. Value: collision hotspots and safety changes,raw_metadata/london__lon-extra-stats19-road-safety-data__page.json,
lon-extra-webtris-traffic-counts-and-speeds,london,WebTRIS traffic counts and speeds,National Highways,traffic/strategic roads,API,https://webtris.highwaysengland.co.uk/api/swagger/ui/index,,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,count site/time interval,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Limited to SRN corridors. Value: flow/speed for major road corridors,raw_metadata/london__lon-extra-webtris-traffic-counts-and-speeds__page.json,
lon-extra-traffic-regulation-orders-data-service,london,Traffic Regulation Orders data service,Department for Transport,traffic/parking/restrictions/policy,emerging data service,https://www.gov.uk/government/collections/traffic-regulation-orders,,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,TRO document/restriction,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Emerging/incomplete. Value: parking/loading/bus-lane/movement rules,raw_metadata/london__lon-extra-traffic-regulation-orders-data-service__page.json,
lon-extra-london-lorry-control-scheme,london,London Lorry Control Scheme,London Councils,freight/traffic/restricted roads,maps/scheme data,https://www.londoncouncils.gov.uk/services/london-lorry-control,,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,restricted route network,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Bulk GIS may need request/extraction. Value: freight movement restrictions,raw_metadata/london__lon-extra-london-lorry-control-scheme__page.json,
lon-extra-national-cycle-network-gis,london,National Cycle Network GIS,Sustrans,cycling/active travel,GIS/download,https://www.sustrans.org.uk/national-cycle-network/,,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,route segment,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Charity source; NCN only. Value: strategic cycle route layer,raw_metadata/london__lon-extra-national-cycle-network-gis__page.json,
lon-extra-active-travel-england-data-tools,london,Active Travel England data/tools,Active Travel England,walking/cycling/schemes,official guidance/data products,https://www.gov.uk/government/organisations/active-travel-england,,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,scheme/local authority,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Not all products open GIS. Value: active-travel funding/assessment context,raw_metadata/london__lon-extra-active-travel-england-data-tools__page.json,
lon-extra-bgs-geoindex-onshore,london,BGS GeoIndex Onshore,British Geological Survey,geology/ground conditions/environment,WMS/WFS/viewer,https://www.bgs.ac.uk/map-viewers/geoindex-onshore/,,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,geology/borehole/geophysical layer,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Some detailed data paid/licensed. Value: subsurface constraints for development/flooding,raw_metadata/london__lon-extra-bgs-geoindex-onshore__page.json,
lon-extra-ukceh-land-cover-maps,london,UKCEH Land Cover Maps,UK Centre for Ecology & Hydrology,land cover/environment/imagery,raster download,https://www.ceh.ac.uk/data/ukceh-land-cover-maps,,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,raster/grid,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Registration/licence; resolution varies. Value: urbanisation/greenspace/impervious change,raw_metadata/london__lon-extra-ukceh-land-cover-maps__page.json,
lon-extra-national-forest-inventory-woodland-england,london,National Forest Inventory Woodland England,Forestry Commission,trees/woodland/environment,GIS download,https://www.data.gov.uk/dataset/ae333e5d-89f6-4578-8f4d-c64fdb2a8a2b/national-forest-inventory-woodland-england,,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,woodland polygon,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Misses many urban street/private trees. Value: woodland canopy layer,raw_metadata/london__lon-extra-national-forest-inventory-woodland-england__page.json,
lon-extra-tree-cover-outside-woodland,london,Tree Cover Outside Woodland,Forestry Commission,trees/canopy/environment,statistics/GIS,https://www.gov.uk/government/statistics/tree-cover-outside-woodland-in-great-britain,,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,grid/statistical area,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Not individual-tree inventory. Value: urban canopy estimates,raw_metadata/london__lon-extra-tree-cover-outside-woodland__page.json,
lon-extra-strategic-noise-mapping-england,london,Strategic Noise Mapping England,DEFRA,noise/environment/health,GIS downloads,https://www.gov.uk/government/collections/noise-mapping-england,,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,noise contour/model grid,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,"Modelled, not measured real-time. Value: official noise exposure surfaces",raw_metadata/london__lon-extra-strategic-noise-mapping-england__page.json,
lon-extra-risk-of-flooding-from-surface-water,london,Risk of Flooding from Surface Water,Environment Agency,flood/climate/environment,open GIS/WMS,https://www.data.gov.uk/dataset/d8e4e6e0-d465-11e4-a3cf-f0def148f590/risk-of-flooding-from-surface-water,,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,modelled flood-risk area,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Modelled risk not observations. Value: pluvial flood risk,raw_metadata/london__lon-extra-risk-of-flooding-from-surface-water__page.json,
lon-extra-real-time-flood-monitoring-api,london,Real Time flood-monitoring API,Environment Agency,flood/hydrology/environment,API,https://environment.data.gov.uk/flood-monitoring/doc/reference,,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,station/readings,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Uneven station coverage; live not full archive. Value: river/rainfall context,raw_metadata/london__lon-extra-real-time-flood-monitoring-api__page.json,
lon-extra-flood-map-for-planning-rivers-and-sea,london,Flood Map for Planning: rivers and sea,Environment Agency,flood/planning/environment,GIS/WMS,https://www.data.gov.uk/dataset/bed63fc1-dd26-4685-b143-2941088923b3/flood-map-for-planning-rivers-and-sea-flood-zone-2,,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,flood-zone polygon,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Planning zones not property risk. Value: statutory flood constraints,raw_metadata/london__lon-extra-flood-map-for-planning-rivers-and-sea__page.json,
lon-extra-os-open-greenspace,london,OS Open Greenspace,Ordnance Survey,greenspace/public realm/basemap,GIS download,https://www.ordnancesurvey.co.uk/products/os-open-greenspace,,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,greenspace site/access point,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Typology can be coarse. Value: parks/open-space atlas layer,raw_metadata/london__lon-extra-os-open-greenspace__page.json,
lon-extra-ancient-woodland-inventory-england,london,Ancient Woodland Inventory England,Natural England,woodland/habitat/environment,GIS download,https://naturalengland-defra.opendata.arcgis.com/datasets/Defra::ancient-woodland-england,,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,ancient woodland polygon,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Some small woods omitted; revised over time. Value: ecological constraints,raw_metadata/london__lon-extra-ancient-woodland-inventory-england__page.json,
lon-extra-magic-map-environmental-designations,london,MAGIC Map environmental designations,DEFRA,environment/designations/source provenance,map services/downloads,https://magic.defra.gov.uk/,,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,designation layer,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Aggregator; cite individual layers in production. Value: SSSI/LNR/habitat designation discovery,raw_metadata/london__lon-extra-magic-map-environmental-designations__page.json,
lon-extra-food-hygiene-rating-scheme-api,london,Food Hygiene Rating Scheme API,Food Standards Agency,facilities/food businesses/economy,API/XML/JSON,https://api.ratings.food.gov.uk/help,,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,premises,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Coordinates incomplete/inaccurate; current snapshot. Value: restaurant/high-street activity,raw_metadata/london__lon-extra-food-hygiene-rating-scheme-api__page.json,
lon-extra-cqc-care-directory-data,london,CQC care directory data,Care Quality Commission,health/care facilities/public services,API/CSV,https://www.cqc.org.uk/about-us/transparency/using-cqc-data,,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,care location/provider,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Status changes need temporal handling. Value: care/health service layer,raw_metadata/london__lon-extra-cqc-care-directory-data__page.json,
lon-extra-active-places-power,london,Active Places Power,Sport England,sport/community facilities/public services,database/API access product,https://www.activeplacespower.com/,,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,facility/site,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Registration/licence may apply. Value: sports/community asset inventory,raw_metadata/london__lon-extra-active-places-power__page.json,
lon-extra-english-indices-of-deprivation-2019,london,English Indices of Deprivation 2019,DLUHC,deprivation/social indicators/demographics,CSV/lookup,https://www.gov.uk/government/statistics/english-indices-of-deprivation-2019,,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,LSOA,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Not annual; latest full IMD 2019. Value: inequality and need context,raw_metadata/london__lon-extra-english-indices-of-deprivation-2019__page.json,
lon-extra-ohid-fingertips-api,london,OHID Fingertips API,Office for Health Improvement and Disparities,health indicators/public services,API,https://fingertips.phe.org.uk/api,,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,LA/MSOA/ward varies,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Geography/update frequency varies. Value: health outcomes and determinants,raw_metadata/london__lon-extra-ohid-fingertips-api__page.json,
lon-extra-dwp-stat-xplore,london,DWP Stat-Xplore,Department for Work and Pensions,welfare/labour market/demographics,API/downloads,https://stat-xplore.dwp.gov.uk/,,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,small area/LA varies,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Registration/disclosure controls; definitions change. Value: socioeconomic change signals,raw_metadata/london__lon-extra-dwp-stat-xplore__page.json,
lon-extra-companies-house-api-and-bulk-data,london,Companies House API and bulk data,Companies House,economy/businesses,API/bulk downloads,https://developer.company-information.service.gov.uk/,,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,registered office/company,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,API key; registered office not trading location. Value: business formation/dissolution,raw_metadata/london__lon-extra-companies-house-api-and-bulk-data__page.json,
lon-extra-charity-commission-full-register-download,london,Charity Commission full register download,Charity Commission,civic institutions/economy/public services,bulk download,https://register-of-charities.charitycommission.gov.uk/register/full-register-download,,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,charity/address,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Geocoding; service area may be broader than address. Value: community/voluntary-sector geography,raw_metadata/london__lon-extra-charity-commission-full-register-download__page.json,
lon-extra-local-government-boundary-commission-open-data-reviews,london,Local Government Boundary Commission open data/reviews,Local Government Boundary Commission for England,boundaries/wards/governance,GIS/reports,https://www.lgbce.org.uk/all-reviews,,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,ward/review boundary,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Review history requires parsing. Value: ward-change history,raw_metadata/london__lon-extra-local-government-boundary-commission-open-data-reviews__page.json,
lon-extra-boundary-commission-for-england-review-data,london,Boundary Commission for England review data,Boundary Commission for England,boundaries/constituencies/governance,GIS/reports,https://boundarycommissionforengland.independent.gov.uk/,,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,constituency polygon,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Parliamentary only. Value: political boundary-change timelines,raw_metadata/london__lon-extra-boundary-commission-for-england-review-data__page.json,
lon-extra-city-of-london-open-data,london,City of London Open Data,City of London Corporation,borough/local assets/planning/highways,open data portal,https://data.cityoflondon.gov.uk/,,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,dataset varies,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,One borough; heterogeneous schemas. Value: granular Square Mile local data,raw_metadata/london__lon-extra-city-of-london-open-data__page.json,
lon-extra-westminster-open-data,london,Westminster Open Data,Westminster City Council,borough/planning/parking/assets,open data portal/ArcGIS,https://opendata.westminster.gov.uk/,,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,site/street/property,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Borough-specific schema/licence. Value: central London parking/planning/public realm data,raw_metadata/london__lon-extra-westminster-open-data__page.json,
lon-extra-hackney-open-data,london,Hackney Open Data,London Borough of Hackney,borough/local assets/planning/housing,open data portal,https://data.hackney.gov.uk/,,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,site/street/local dataset,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Borough-specific completeness. Value: granular local assets/housing/transport,raw_metadata/london__lon-extra-hackney-open-data__page.json,
lon-extra-islington-open-data,london,Islington Open Data,London Borough of Islington,borough/local assets/planning/parking,open data portal,https://data.islington.gov.uk/,,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,site/street/local dataset,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Borough-specific update cycles. Value: dense inner-London local data,raw_metadata/london__lon-extra-islington-open-data__page.json,
lon-extra-southwark-open-data,london,Southwark Open Data,Southwark Council,borough/planning/housing/environment,open data portal,https://opendata.southwark.gov.uk/,,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,local dataset,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Portal contents vary. Value: fast-changing borough planning/housing layers,raw_metadata/london__lon-extra-southwark-open-data__page.json,
lon-extra-lambeth-open-data,london,Lambeth Open Data,Lambeth Council,borough/local assets/planning,open data portal,https://open-data.lambeth.gov.uk/,,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,site/street/local dataset,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Not all historic versions available. Value: local constraints/facilities/assets,raw_metadata/london__lon-extra-lambeth-open-data__page.json,
lon-extra-rbkc-open-data,london,RBKC Open Data,Royal Borough of Kensington and Chelsea,borough/planning/heritage/parking,open data portal,https://data.rbkc.gov.uk/,,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,site/street/local dataset,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Small area; local schema. Value: conservation/listed/parking/planning detail,raw_metadata/london__lon-extra-rbkc-open-data__page.json,
lon-extra-waltham-forest-open-data,london,Waltham Forest Open Data,London Borough of Waltham Forest,borough/active travel/local assets,open data portal,https://www.walthamforest.gov.uk/council-and-elections/open-data,,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,site/street/local dataset,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Availability varies. Value: active travel/regeneration local data,raw_metadata/london__lon-extra-waltham-forest-open-data__page.json,
lon-extra-national-library-of-scotland-georeferenced-maps-api,london,National Library of Scotland georeferenced maps API,National Library of Scotland,historic maps/imagery,tile/API/download,https://maps.nls.uk/projects/api/,,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,map sheet/tile,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Not a London public body; georeferencing varies. Value: historic basemap comparison,raw_metadata/london__lon-extra-national-library-of-scotland-georeferenced-maps-api__page.json,
lon-extra-historic-england-aerial-photo-explorer-archive,london,Historic England Aerial Photo Explorer / Archive,Historic England,historic imagery/heritage,web viewer/archive,https://historicengland.org.uk/images-books/archive/collections/aerial-photos/,,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,photo/area,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Bulk API/download limited. Value: historical aerial evidence,raw_metadata/london__lon-extra-historic-england-aerial-photo-explorer-archive__page.json,
lon-round3-conservation-areas95,london,Barnet Conservation Areas,London Borough of Barnet,heritage/conservation/planning/boundaries,CKAN package / geospatial polygons,https://www.data.gov.uk/dataset/conservation-areas95,,Requires source-level review; catalog notes may indicate OGL/NYC Open Data Terms or local portal terms.,,,conservation area polygon,snapshot / update frequency varies,2026-04-28T14:31:42.754648+00:00,,,Borough-specific and may duplicate national Planning Data where harvested. Value: adds borough-confirmed conservation polygons and attribution,raw_metadata/london__lon-round3-conservation-areas95__page.json,
lon-round3-statutory-listed-buildings1,london,Barnet Statutory Listed Buildings polygons,London Borough of Barnet,heritage/listed buildings/building polygons,CKAN package / geospatial polygons,https://www.data.gov.uk/dataset/statutory-listed-buildings1,,Requires source-level review; catalog notes may indicate OGL/NYC Open Data Terms or local portal terms.,,,listed building polygon,snapshot / update frequency varies,2026-04-28T14:31:42.754648+00:00,,,Local polygon dataset; NHLE remains official register. Value: fills listed-building polygon gap where national outlines may be incomplete,raw_metadata/london__lon-round3-statutory-listed-buildings1__page.json,
lon-round3-conservation-areas-documentation,london,Barnet Conservation Areas Documentation,London Borough of Barnet,heritage/conservation/documents/source provenance,CKAN package / documents,https://www.data.gov.uk/dataset/conservation-areas-documentation,,Requires source-level review; catalog notes may indicate OGL/NYC Open Data Terms or local portal terms.,,,conservation area document,snapshot / update frequency varies,2026-04-28T14:31:42.754648+00:00,,,Document maps may have PGSA restrictions; extraction needed. Value: adds character appraisals and historic context,raw_metadata/london__lon-round3-conservation-areas-documentation__page.json,
lon-round3-article4-direction-documentation,london,Barnet Article 4 Direction Documentation,London Borough of Barnet,planning controls/article 4/documents,CKAN package / documents,https://www.data.gov.uk/dataset/article4-direction-documentation,,Requires source-level review; catalog notes may indicate OGL/NYC Open Data Terms or local portal terms.,,,Article 4 document / map,snapshot / update frequency varies,2026-04-28T14:31:42.754648+00:00,,,Historic maps may be superseded; needs document parsing. Value: evidence for local permitted-development controls,raw_metadata/london__lon-round3-article4-direction-documentation__page.json,
lon-round3-hackney-metropolitan-open-land,london,Hackney Metropolitan Open Land,London Borough of Hackney,greenspace/planning/open land/boundaries,CKAN package / geospatial polygons,https://www.data.gov.uk/dataset/hackney-metropolitan-open-land,,Requires source-level review; catalog notes may indicate OGL/NYC Open Data Terms or local portal terms.,,,Metropolitan Open Land polygon,snapshot / update frequency varies,2026-04-28T14:31:42.754648+00:00,,,Borough-specific designation layer. Value: adds protected open-land constraints in a fast-changing borough,raw_metadata/london__lon-round3-hackney-metropolitan-open-land__page.json,
lon-round3-conservation-areas64,london,Hammersmith and Fulham Conservation Areas,London Borough of Hammersmith and Fulham,heritage/conservation/planning/boundaries,CKAN package / geospatial polygons,https://www.data.gov.uk/dataset/conservation-areas64,,Requires source-level review; catalog notes may indicate OGL/NYC Open Data Terms or local portal terms.,,,conservation area polygon,snapshot / update frequency varies,2026-04-28T14:31:42.754648+00:00,,,Borough-specific and may duplicate national aggregation. Value: adds inner-west London conservation constraints,raw_metadata/london__lon-round3-conservation-areas64__page.json,
lon-round3-tree-preservation-orders-schedule-items2,london,Barnet Tree Preservation Orders schedule items,London Borough of Barnet,trees/TPO/planning constraints/environment,CKAN package / geospatial polygons,https://www.data.gov.uk/dataset/tree-preservation-orders-schedule-items2,,Requires source-level review; catalog notes may indicate OGL/NYC Open Data Terms or local portal terms.,,,TPO schedule item polygon,snapshot / update frequency varies,2026-04-28T14:31:42.754648+00:00,,,Local schema; individual trees/zones may vary. Value: more detailed protected-tree evidence,raw_metadata/london__lon-round3-tree-preservation-orders-schedule-items2__page.json,
lon-round3-london-public-realm-trees1,london,London Public Realm Trees,Greater London Authority / GiGL,trees/public realm/environment/spatial assets,CKAN package / tree inventory,https://www.data.gov.uk/dataset/london-public-realm-trees1,,Requires source-level review; catalog notes may indicate OGL/NYC Open Data Terms or local portal terms.,,,tree point / location type where supplied,snapshot / update frequency varies,2026-04-28T14:31:42.754648+00:00,,,Some boroughs missing or older; not all private trees. Value: citywide-ish tree asset layer across boroughs/TfL/Royal Parks/LLDC,raw_metadata/london__lon-round3-london-public-realm-trees1__page.json,
lon-round3-map-data-lbrut,london,Richmond upon Thames map data service,London Borough of Richmond upon Thames,borough/geospatial services/planning/assets,CKAN package / map service,https://www.data.gov.uk/dataset/map-data-lbrut,,Requires source-level review; catalog notes may indicate OGL/NYC Open Data Terms or local portal terms.,,,layer/service varies,snapshot / update frequency varies,2026-04-28T14:31:42.754648+00:00,,,Service bundle; individual layers need harvesting. Value: adds borough GIS endpoint for constraints/assets/open space,raw_metadata/london__lon-round3-map-data-lbrut__page.json,
lon-round3-opdc-local-plan-policies-map1,london,OPDC Local Plan Policies Map,Greater London Authority / Old Oak and Park Royal Development Corporation,planning policy/regeneration/boundaries,CKAN package / policies map,https://www.data.gov.uk/dataset/opdc-local-plan-policies-map1,,Requires source-level review; catalog notes may indicate OGL/NYC Open Data Terms or local portal terms.,,,policy designation polygon/map,snapshot / update frequency varies,2026-04-28T14:31:42.754648+00:00,,,Focused on OPDC area; adopted plan map not event record. Value: important major regeneration planning geography,raw_metadata/london__lon-round3-opdc-local-plan-policies-map1__page.json,
lon-round3-conservation-areas114,london,Lambeth Conservation Areas,London Borough of Lambeth,heritage/conservation/planning/boundaries,CKAN package / geospatial layer,https://www.data.gov.uk/dataset/conservation-areas114,,Requires source-level review; catalog notes may indicate OGL/NYC Open Data Terms or local portal terms.,,,conservation area boundary,snapshot / update frequency varies,2026-04-28T14:31:42.754648+00:00,,,Borough-specific. Value: adds heritage constraints in inner south London,raw_metadata/london__lon-round3-conservation-areas114__page.json,
lon-round3-harrow-conservation-areas,london,Harrow Conservation Areas,London Borough of Harrow,heritage/conservation/planning/boundaries,CKAN package / geospatial layer,https://www.data.gov.uk/dataset/harrow-conservation-areas,,Requires source-level review; catalog notes may indicate OGL/NYC Open Data Terms or local portal terms.,,,conservation area boundary,snapshot / update frequency varies,2026-04-28T14:31:42.754648+00:00,,,Borough-specific. Value: adds outer London conservation constraints,raw_metadata/london__lon-round3-harrow-conservation-areas__page.json,
lon-round3-metropolitan-open-land2,london,Lambeth Metropolitan Open Land,London Borough of Lambeth,greenspace/planning/open land/boundaries,CKAN package / geospatial layer,https://www.data.gov.uk/dataset/metropolitan-open-land2,,Requires source-level review; catalog notes may indicate OGL/NYC Open Data Terms or local portal terms.,,,Metropolitan Open Land polygon,snapshot / update frequency varies,2026-04-28T14:31:42.754648+00:00,,,Borough-specific designation layer. Value: adds protected open-land constraints,raw_metadata/london__lon-round3-metropolitan-open-land2__page.json,
lon-round3-open-spaces-strategy,london,Barnet Open Spaces Strategy,London Borough of Barnet,greenspace/policy/public realm/documents,CKAN package / documents,https://www.data.gov.uk/dataset/open-spaces-strategy,,Requires source-level review; catalog notes may indicate OGL/NYC Open Data Terms or local portal terms.,,,borough/open-space policy document,snapshot / update frequency varies,2026-04-28T14:31:42.754648+00:00,,,Document not a direct GIS layer. Value: policy context for open-space quality and investment,raw_metadata/london__lon-round3-open-spaces-strategy__page.json,
lon-hue-planning-london-datahub-core,london,Historical Urban Event Evidence Catalog - Planning London Datahub core,Greater London Authority / London Datastore source family,planning/development,pdf_curated_source_family,https://planninglondondatahub.london.gov.uk/,,Public portal; respect dataset-level terms.,,,"Application, site, authority, development proposal.",Live/current with annual progress items.,2026-04-29T16:09:13+01:00,Live/current with annual progress items.,mvp,London’s single most important urban-event dataset family.,data/evidence-catalog/historical_urban_event_evidence_catalog.json,Extracted from attached Historical Urban Event Evidence Data Catalog PDF. Confidence: high.
lon-hue-planning-london-datahub-api-and-schema,london,Historical Urban Event Evidence Catalog - Planning London Datahub API and schema,Greater London Authority / London Datastore source family,planning/development,pdf_curated_source_family,https://planningdata.london.gov.uk/api-guest/,,Publicly documented access; header required.,,,Application and nested-record level.,Live.,2026-04-29T16:09:13+01:00,Live.,mvp,"Supports direct search by authority, dates, and fields. Excellent for reproducible ETL.",data/evidence-catalog/historical_urban_event_evidence_catalog.json,Extracted from attached Historical Urban Event Evidence Data Catalog PDF. Confidence: high.
